Area,Year,Week,Precipitation energy (GWh),Useful inflow HBV (used before 2015 and to min/max/avg) (GWh),"Useful inflow (production data and reservoir statistics, used from 2015) (GWh)",Hydrological balance (GWh),Reservoir deviation (GWh),Groundwater and groundwater (GWh),Snow (GWh),"Deviation snow, ground and groundwater (GWh)"
NO,1992,7,3767,1124,,,,13401,52135,12492
NO,1992,6,4900,1282,,,,13940,49003,12284
NO,1992,5,2846,1782,,,,13827,45564,11257
NO,1992,4,1268,878,,,,13107,45333,12883
NO,1992,3,5970,1661,,,,13406,44670,15281
NO,1992,2,7090,1301,,,,13156,40701,13673
NO,1992,1,12511,2094,,,,13653,34432,10197
NO,1991,52,5273,893,,,,13241,24549,4473
NO,1991,51,6609,1713,,,,13552,19867,2150
NO,1991,50,5296,1660,,,,14465,14106,-504
NO,1991,49,1560,1428,,,,13891,11167,-1749
NO,1991,48,3121,3399,,,,14779,10233,271
NO,1991,47,2425,1056,,,,14090,11390,2600
NO,1991,46,4469,1224,,,,13140,11016,2817
NO,1991,45,5008,2034,,,,13673,7265,942
NO,1991,44,2662,1188,,,,14042,4014,-674
NO,1991,43,1007,1356,,,,13982,2691,-1135
NO,1991,42,2980,2020,,,,14686,2371,71
NO,1991,41,666,2314,,,,14482,1708,57
NO,1991,40,5131,2557,,,,15048,2838,2400
NO,1991,39,6736,4240,,,,14551,896,387
NO,1991,38,4492,3293,,,,13142,478,-982
NO,1991,37,3589,1949,,,,11977,443,-1798
NO,1991,36,1835,1944,,,,10298,438,-3364
NO,1991,35,-151,1359,,,,10163,364,-3581
NO,1991,34,-344,1941,,,,11177,423,-2626
NO,1991,33,3394,2815,,,,12794,537,-1120
NO,1991,32,2027,2153,,,,11758,656,-2478
NO,1991,31,-865,2233,,,,10999,933,-3562
NO,1991,30,-425,2682,,,,12740,1565,-2084
NO,1991,29,1799,3839,,,,14667,2377,-605
NO,1991,28,1539,5475,,,,15393,3547,-547
NO,1991,27,-1112,5757,,,,16288,6540,803
NO,1991,26,1741,6812,,,,18192,11640,4727
NO,1991,25,3348,6980,,,,18725,16443,6369
NO,1991,24,1495,5146,,,,18055,21067,5876
NO,1991,23,2049,3550,,,,17170,25840,4783
NO,1991,22,192,5123,,,,17389,27314,1313
NO,1991,21,2669,3407,,,,16013,33882,1358
NO,1991,20,504,2558,,,,15587,35241,-2533
NO,1991,19,488,1690,,,,15219,37804,-4424
NO,1991,18,-21,1001,,,,14042,40275,-6336
NO,1991,17,305,816,,,,13746,41609,-7597
NO,1991,16,2061,2011,,,,14204,41693,-8448
NO,1991,15,1262,2379,,,,15352,40625,-8888
NO,1991,14,3379,1772,,,,13653,43554,-7558
NO,1991,13,1434,890,,,,12833,42878,-8311
NO,1991,12,2617,1113,,,,12398,42822,-7560
NO,1991,11,2351,582,,,,12094,41681,-7459
NO,1991,10,1850,258,,,,11887,40148,-7479
NO,1991,9,1459,580,,,,11943,38493,-6957
NO,1991,8,3322,377,,,,12094,37475,-5675
NO,1991,7,619,145,,,,11911,34732,-6401
NO,1991,6,113,199,,,,12037,34133,-4490
NO,1991,5,749,502,,,,12226,34026,-1882
NO,1991,4,4239,985,,,,12575,33438,456
NO,1991,3,1384,382,,,,12289,30532,27
NO,1991,2,3202,598,,,,12356,29457,1627
NO,1991,1,6372,902,,,,12682,26493,1288
NO,1990,52,5762,1442,,,,13016,20669,369
NO,1990,51,2092,816,,,,12824,16594,-1851
NO,1990,50,1408,657,,,,12968,15225,-882
NO,1990,49,6877,2162,,,,13258,14209,660
NO,1990,48,2190,701,,,,12991,9862,-1888
NO,1990,47,1315,1006,,,,13189,8216,-1476
NO,1990,46,4425,1443,,,,14084,7038,-217
NO,1990,45,1207,1178,,,,13748,4450,-1799
NO,1990,44,4495,2306,,,,13990,4231,-510
NO,1990,43,841,1517,,,,13900,2220,-1687
NO,1990,42,1722,3113,,,,14847,1999,-140
NO,1990,41,6301,3833,,,,15188,3164,2218
NO,1990,40,3999,2699,,,,14815,1232,561
NO,1990,39,1477,1814,,,,13883,1003,-174
NO,1990,38,4707,2966,,,,14306,2610,2315
NO,1990,37,1285,1960,,,,13097,2167,1047
NO,1990,36,2486,2828,,,,13581,2268,1749
NO,1990,35,1603,2563,,,,13533,2531,1955
NO,1990,34,1235,2899,,,,13600,3152,2526
NO,1990,33,3888,3604,,,,14498,3720,3767
NO,1990,32,811,3250,,,,12901,4788,2798
NO,1990,31,1881,4477,,,,14220,5771,4497
NO,1990,30,-591,4537,,,,14329,8086,6026
NO,1990,29,-961,5152,,,,15964,11492,9809
NO,1990,28,3018,6494,,,,17615,16006,14134
NO,1990,27,5379,7293,,,,18631,18684,15290
NO,1990,26,1815,7561,,,,17421,22101,14416
NO,1990,25,4080,8109,,,,18847,26713,16761
NO,1990,24,-932,8625,,,,17189,32784,16726
NO,1990,23,94,7701,,,,18356,41572,21701
NO,1990,22,465,3812,,,,17968,49917,24494
NO,1990,21,1545,2918,,,,16636,54745,22844
NO,1990,20,-81,5281,,,,17078,55844,19561
NO,1990,19,-330,8641,,,,18780,59783,21115
NO,1990,18,1326,7104,,,,19610,68365,27323
NO,1990,17,1080,3319,,,,16542,77517,31106
NO,1990,16,2304,1852,,,,15183,81274,32112
NO,1990,15,2688,1350,,,,14757,81305,31197
NO,1990,14,4988,1948,,,,14457,80317,30009
NO,1990,13,3369,2029,,,,15009,76805,27792
NO,1990,12,8847,4660,,,,15450,75101,27771
NO,1990,11,9197,2194,,,,15573,71030,25370
NO,1990,10,10636,1293,,,,13354,66374,20215
NO,1990,9,4701,2021,,,,13780,56573,12958
NO,1990,8,9705,2823,,,,15078,52656,12490
NO,1990,7,2861,1051,,,,13134,47880,7969
NO,1990,6,8432,3316,,,,13860,45345,8545
NO,1990,5,5498,1366,,,,12925,41360,6153
NO,1990,4,4340,963,,,,12441,37766,4649
NO,1990,3,10005,1517,,,,12666,34160,4031
NO,1990,2,6104,1121,,,,12786,25563,-1835
NO,1990,1,970,428,,,,12564,20846,-4477
NO,1989,52,2223,1046,,,,12862,20024,-430
NO,1989,51,4757,553,,,,12726,19021,477
NO,1989,50,1920,482,,,,12913,14627,-1535
NO,1989,49,3978,1331,,,,13331,12774,-702
NO,1989,48,2685,992,,,,13946,9596,-1198
NO,1989,47,1680,934,,,,13796,8122,-961
NO,1989,46,2066,2092,,,,14613,6606,-120
NO,1989,45,4561,2574,,,,15534,5796,1334
NO,1989,44,2548,1983,,,,15088,4389,746
NO,1989,43,6450,4252,,,,15013,3981,1186
NO,1989,42,3119,2031,,,,15164,1843,21
NO,1989,41,2626,1544,,,,13593,2407,-134
NO,1989,40,2268,1933,,,,14130,841,-515
NO,1989,39,1774,2864,,,,14114,603,-343
NO,1989,38,3642,3545,,,,14912,3363,3674
NO,1989,37,1637,2011,,,,14109,4012,3903
NO,1989,36,2172,2919,,,,14249,4244,4392
NO,1989,35,687,2587,,,,14687,4581,5159
NO,1989,34,3890,5070,,,,16029,5127,6929
NO,1989,33,3455,5161,,,,16483,5906,7938
NO,1989,32,2345,5031,,,,16647,7458,9213
NO,1989,31,5528,6368,,,,16678,10051,11235
NO,1989,30,1118,6383,,,,15324,12417,11352
NO,1989,29,190,4243,,,,15224,17900,15476
NO,1989,28,1027,7254,,,,15942,21365,17820
NO,1989,27,-830,7602,,,,17175,26653,21803
NO,1989,26,4617,9671,,,,17790,34792,27476
NO,1989,25,-301,10646,,,,17895,40277,29373
NO,1989,24,-1086,9011,,,,19016,50607,36376
NO,1989,23,2759,6177,,,,19199,60922,41895
NO,1989,22,1482,3687,,,,17164,66653,40427
NO,1989,21,144,7848,,,,18508,67716,37686
NO,1989,20,2853,5109,,,,17985,76320,40944
NO,1989,19,2510,2846,,,,16527,80265,39345
NO,1989,18,1315,2706,,,,16146,81162,36656
NO,1989,17,1429,1251,,,,14662,84131,35840
NO,1989,16,769,2936,,,,15306,83366,34328
NO,1989,15,3384,2566,,,,15782,85236,36154
NO,1989,14,943,489,,,,12873,87432,35541
NO,1989,13,2661,855,,,,13038,86819,35835
NO,1989,12,3822,687,,,,12796,85277,35294
NO,1989,11,2731,775,,,,12896,82047,33709
NO,1989,10,2849,935,,,,13130,79886,33503
NO,1989,9,2694,535,,,,12828,78306,33740
NO,1989,8,5611,768,,,,12999,75960,33715
NO,1989,7,8031,1064,,,,13297,70774,31026
NO,1989,6,8419,2498,,,,13837,63274,26451
NO,1989,5,10248,3169,,,,14479,56766,23111
NO,1989,4,5582,1811,,,,14158,50183,18784
NO,1989,3,10110,2687,,,,13818,46878,17903
NO,1989,2,8588,1417,,,,13300,40093,13208
NO,1989,1,3242,1467,,,,13349,32932,8394
NO,1988,52,7677,1858,,,,13526,31065,11274
NO,1988,51,5907,728,,,,12814,26030,7575
NO,1988,50,3874,761,,,,13040,20630,4595
NO,1988,49,4567,658,,,,13128,17452,3772
NO,1988,48,1988,691,,,,13398,13294,1952
NO,1988,47,2957,1102,,,,13986,11429,2536
NO,1988,46,3837,1822,,,,14255,9370,2285
NO,1988,45,2433,1268,,,,14527,7199,1729
NO,1988,44,2582,1107,,,,14211,6403,1884
NO,1988,43,3953,1553,,,,14839,4335,1366
NO,1988,42,591,1968,,,,15441,1411,-133
NO,1988,41,3424,2788,,,,16458,1820,2145
NO,1988,40,3697,3229,,,,16911,825,2250
NO,1988,39,5741,4647,,,,16593,797,2330
NO,1988,38,5382,3763,,,,16246,331,1976
NO,1988,37,3959,3037,,,,14717,194,694
NO,1988,36,744,3016,,,,13849,86,-166
NO,1988,35,4835,3586,,,,15706,91,1688
NO,1988,34,1823,3262,,,,14176,96,45
NO,1988,33,5083,3255,,,,15265,102,916
NO,1988,32,136,2249,,,,13063,113,-1716
NO,1988,31,1586,3435,,,,14518,136,-840
NO,1988,30,4694,4172,,,,16071,165,-153
NO,1988,29,4127,4456,,,,15162,217,-2269
NO,1988,28,3204,3632,,,,14770,383,-4334
NO,1988,27,4361,4453,,,,14455,721,-6850
NO,1988,26,1893,3683,,,,13646,1286,-10173
NO,1988,25,-987,4181,,,,13466,2836,-12497
NO,1988,24,-1153,5103,,,,15679,5671,-11897
NO,1988,23,-858,7431,,,,17976,9737,-10513
NO,1988,22,1905,11159,,,,19517,16779,-7094
NO,1988,21,-6,6603,,,,20691,25401,-2446
NO,1988,20,949,6966,,,,17723,35310,-329
NO,1988,19,-166,7350,,,,19396,40057,2006
NO,1988,18,1727,2637,,,,15773,51592,6713
NO,1988,17,256,436,,,,13004,55369,5420
NO,1988,16,2764,1016,,,,12891,55660,4206
NO,1988,15,3524,454,,,,12882,53962,1979
NO,1988,14,2209,731,,,,12633,51177,-954
NO,1988,13,2044,284,,,,12376,50003,-1643
NO,1988,12,1090,147,,,,12275,48342,-2163
NO,1988,11,683,95,,,,12279,47391,-1563
NO,1988,10,1125,131,,,,12336,46732,-445
NO,1988,9,3276,211,,,,12405,45653,664
NO,1988,8,2012,240,,,,12482,42514,-248
NO,1988,7,2878,318,,,,12577,40635,168
NO,1988,6,1869,340,,,,12660,37984,-16
NO,1988,5,3720,503,,,,12838,36262,966
NO,1988,4,2838,364,,,,12808,33056,306
NO,1988,3,3808,631,,,,13053,30327,586
NO,1988,2,3983,910,,,,13248,26959,22
NO,1988,1,1625,649,,,,13294,23886,-707
NO,1987,53,4626,1232,,,,13736,22480,700
NO,1987,52,4200,1044,,,,13645,19224,-447
NO,1987,51,3065,513,,,,13374,16386,-1510
NO,1987,50,3020,652,,,,13629,13587,-1860
NO,1987,49,1955,638,,,,13903,10997,-1907
NO,1987,48,1010,731,,,,14148,9473,-1120
NO,1987,47,3689,1397,,,,14801,8541,462
NO,1987,46,3161,1407,,,,15262,5823,-253
NO,1987,45,2487,1882,,,,16139,3257,-601
NO,1987,44,2233,1988,,,,16283,2593,146
NO,1987,43,963,4011,,,,17092,1615,900
NO,1987,42,9326,5934,,,,20227,1635,4876
NO,1987,41,7929,4268,,,,17660,1051,2577
NO,1987,40,438,1755,,,,14791,458,-237
NO,1987,39,3095,3555,,,,16163,1179,2282
NO,1987,38,5250,3846,,,,16560,2110,4068
NO,1987,37,5597,3181,,,,15901,1485,3168
NO,1987,36,934,1993,,,,13642,1320,862
NO,1987,35,2970,2777,,,,14468,1449,1808
NO,1987,34,2232,2478,,,,14037,1596,1407
NO,1987,33,668,2083,,,,13573,2131,1252
NO,1987,32,3328,2718,,,,14328,2624,2061
NO,1987,31,1243,2338,,,,13180,3048,734
NO,1987,30,-44,3802,,,,13452,3780,843
NO,1987,29,-885,3701,,,,14665,6303,3320
NO,1987,28,1354,5306,,,,16280,9277,6070
NO,1987,27,1342,5605,,,,17507,12187,7670
NO,1987,26,1936,6151,,,,18568,15596,9058
NO,1987,25,3053,6572,,,,19156,19459,9816
NO,1987,24,2762,6677,,,,18587,23857,9198
NO,1987,23,491,5295,,,,18647,28042,8462
NO,1987,22,683,5689,,,,17849,33896,8355
NO,1987,21,1225,3638,,,,17533,39481,8478
NO,1987,20,1179,2114,,,,15755,43827,6221
NO,1987,19,954,3154,,,,16072,44576,3201
NO,1987,18,2130,5296,,,,17082,45918,2348
NO,1987,17,2079,1673,,,,14222,52244,3514
NO,1987,16,1858,834,,,,12585,53562,1802
NO,1987,15,520,312,,,,12125,53045,306
NO,1987,14,994,405,,,,12187,52793,215
NO,1987,13,2477,187,,,,12070,52323,371
NO,1987,12,2219,126,,,,12007,50097,-675
NO,1987,11,248,67,,,,12053,47951,-1230
NO,1987,10,546,101,,,,12109,47711,307
NO,1987,9,2117,171,,,,12179,47182,1967
NO,1987,8,1962,195,,,,12282,45138,2176
NO,1987,7,2547,317,,,,12363,43299,2618
NO,1987,6,3663,637,,,,12576,40853,2770
NO,1987,5,3852,293,,,,12487,37959,2312
NO,1987,4,2577,254,,,,12605,34300,1348
NO,1987,3,133,198,,,,12684,31914,1803
NO,1987,2,2208,314,,,,12819,31835,4470
NO,1987,1,2782,439,,,,13053,29695,4861
NO,1986,52,1505,523,,,,13368,27016,7068
NO,1986,51,2582,863,,,,13838,25562,8131
NO,1986,50,2680,2081,,,,14578,23117,8620
NO,1986,49,12006,3346,,,,15278,21893,10364
NO,1986,48,5942,2604,,,,15704,12965,3929
NO,1986,47,2284,1763,,,,14552,10927,2599
NO,1986,46,5735,3156,,,,15364,9677,3702
NO,1986,45,4711,2184,,,,15150,7497,2650
NO,1986,44,6448,3921,,,,16232,3987,1489
NO,1986,43,3710,2261,,,,14482,3421,96
NO,1986,42,3429,2772,,,,14972,1603,-411
NO,1986,41,2669,2148,,,,14674,1348,-112
NO,1986,40,4961,3386,,,,14208,1405,127
NO,1986,39,2035,1900,,,,13059,1098,-903
NO,1986,38,2630,1658,,,,13781,1232,411
NO,1986,37,2066,1697,,,,13186,902,-130
NO,1986,36,2148,2007,,,,13356,399,-346
NO,1986,35,1037,1894,,,,13297,271,-540
NO,1986,34,2727,2812,,,,14036,296,106
NO,1986,33,1899,2524,,,,14103,181,-167
NO,1986,32,3662,2778,,,,14278,223,-391
NO,1986,31,4219,2691,,,,13035,281,-2179
NO,1986,30,722,1648,,,,10851,430,-5107
NO,1986,29,225,1793,,,,11171,635,-5842
NO,1986,28,1515,2344,,,,12008,973,-6506
NO,1986,27,617,2840,,,,12416,1276,-8332
NO,1986,26,-1250,3883,,,,13302,2247,-9557
NO,1986,25,-168,6370,,,,15970,4584,-8245
NO,1986,24,1560,6957,,,,17460,9790,-5997
NO,1986,23,1693,6590,,,,19044,13883,-5300
NO,1986,22,2838,5095,,,,17891,20256,-5243
NO,1986,21,3507,6806,,,,18926,21734,-7877
NO,1986,20,2894,6876,,,,18394,25910,-9057
NO,1986,19,1584,9849,,,,19093,29564,-8791
NO,1986,18,1445,2834,,,,16304,41139,-3209
NO,1986,17,1269,448,,,,12308,46612,-4032
NO,1986,16,597,129,,,,11743,46359,-6243
NO,1986,15,764,201,,,,11823,45807,-7235
NO,1986,14,1317,300,,,,11891,45183,-7691
NO,1986,13,3375,643,,,,11973,44087,-7962
NO,1986,12,2104,406,,,,12077,41262,-9441
NO,1986,11,281,215,,,,11840,39830,-9564
NO,1986,10,3858,251,,,,11850,39754,-7909
NO,1986,9,1533,87,,,,11800,36213,-9381
NO,1986,8,420,85,,,,11853,34727,-8664
NO,1986,7,792,122,,,,11923,34323,-6798
NO,1986,6,257,95,,,,11962,33616,-5081
NO,1986,5,670,147,,,,12040,33367,-2726
NO,1986,4,4056,319,,,,12144,32718,-695
NO,1986,3,3048,322,,,,12225,28885,-1684
NO,1986,2,2303,239,,,,12332,26027,-1825
NO,1986,1,731,257,,,,12476,23813,-1599
NO,1985,52,2746,740,,,,12708,23104,2495
NO,1985,51,4961,687,,,,12968,20847,2545
NO,1985,50,3098,636,,,,13094,16464,482
NO,1985,49,4645,757,,,,13136,13988,316
NO,1985,48,688,413,,,,13248,10007,-1485
NO,1985,47,555,638,,,,13645,9350,116
NO,1985,46,1860,1037,,,,14056,9044,1761
NO,1985,45,5730,1527,,,,14813,7486,2303
NO,1985,44,2521,1774,,,,15146,3038,-546
NO,1985,43,2143,2570,,,,16063,1462,-281
NO,1985,42,3143,3460,,,,16934,1106,1054
NO,1985,41,5057,4647,,,,17498,980,2344
NO,1985,40,6202,4872,,,,17636,576,2727
NO,1985,39,1893,2523,,,,15841,1123,1904
NO,1985,38,6802,4319,,,,17080,1611,4090
NO,1985,37,1680,2599,,,,15942,406,2131
NO,1985,36,4484,2964,,,,16297,829,3026
NO,1985,35,4027,3830,,,,15399,220,1510
NO,1985,34,3217,3006,,,,15057,226,1057
NO,1985,33,2698,3361,,,,14409,281,238
NO,1985,32,3458,2982,,,,14619,359,86
NO,1985,31,1372,2445,,,,13726,449,-1320
NO,1985,30,765,3316,,,,14124,677,-1588
NO,1985,29,5737,3646,,,,16163,899,-587
NO,1985,28,1331,3276,,,,13645,1165,-4677
NO,1985,27,364,3787,,,,14358,2080,-5587
NO,1985,26,1691,5618,,,,16187,3569,-5349
NO,1985,25,283,5411,,,,17148,6578,-5072
NO,1985,24,1624,5078,,,,18242,10787,-4218
NO,1985,23,1262,6717,,,,18110,14594,-5522
NO,1985,22,368,8268,,,,18995,19501,-4894
NO,1985,21,1453,7455,,,,18132,28657,-1749
NO,1985,20,630,6599,,,,18291,34934,-136
NO,1985,19,1,2205,,,,15081,44473,2107
NO,1985,18,809,461,,,,12490,49322,1159
NO,1985,17,1923,647,,,,12302,49155,-1496
NO,1985,16,2542,646,,,,12526,47682,-4138
NO,1985,15,575,193,,,,12065,46285,-6515
NO,1985,14,2420,274,,,,12087,45874,-6804
NO,1985,13,1408,211,,,,12064,43744,-8213
NO,1985,12,1005,166,,,,12112,42506,-8161
NO,1985,11,2932,484,,,,12176,41604,-7453
NO,1985,10,2386,211,,,,12140,39218,-8155
NO,1985,9,2286,288,,,,12172,37007,-8215
NO,1985,8,2014,146,,,,12215,34959,-8070
NO,1985,7,1742,130,,,,12237,33069,-7739
NO,1985,6,1370,180,,,,12323,31381,-6956
NO,1985,5,4370,298,,,,12429,30073,-5632
NO,1985,4,2831,248,,,,12506,25913,-7139
NO,1985,3,984,241,,,,12655,23169,-6970
NO,1985,2,1547,282,,,,12757,22329,-5099
NO,1985,1,1540,417,,,,12997,20831,-4059
NO,1984,52,2864,1209,,,,13366,19347,-603
NO,1984,51,3162,640,,,,13401,17701,-167
NO,1984,50,2539,1380,,,,13819,14780,-476
NO,1984,49,3535,1408,,,,14661,12827,680
NO,1984,48,3882,1380,,,,14349,11074,682
NO,1984,47,2222,1001,,,,14339,8639,98
NO,1984,46,451,1337,,,,14935,6856,452
NO,1984,45,2965,2737,,,,16061,6652,2716
NO,1984,44,4744,4273,,,,17812,4794,3876
NO,1984,43,4740,3821,,,,16599,5758,4550
NO,1984,42,6946,4176,,,,17670,3932,4616
NO,1984,41,7023,3693,,,,15998,3018,2882
NO,1984,40,4372,2350,,,,15498,294,305
NO,1984,39,1224,1971,,,,13519,299,-1242
NO,1984,38,3042,1735,,,,14052,772,222
NO,1984,37,2846,2031,,,,12868,604,-746
NO,1984,36,1309,1809,,,,11993,584,-1524
NO,1984,35,3730,2372,,,,12385,606,-1118
NO,1984,34,131,1949,,,,10793,651,-2782
NO,1984,33,111,1955,,,,11979,870,-1603
NO,1984,32,1298,3178,,,,13195,1169,-529
NO,1984,31,3665,3052,,,,14231,1666,402
NO,1984,30,582,2207,,,,12451,2515,-1423
NO,1984,29,669,3320,,,,13257,3195,-1196
NO,1984,28,1607,4218,,,,14403,4557,-527
NO,1984,27,-149,2990,,,,14514,7026,-485
NO,1984,26,1315,3530,,,,15746,8974,-385
NO,1984,25,2405,5309,,,,16369,10668,-1762
NO,1984,24,1163,4334,,,,16547,13600,-3099
NO,1984,23,-11,9761,,,,17577,15925,-4725
NO,1984,22,2756,11777,,,,20410,23297,317
NO,1984,21,143,9764,,,,19692,33587,4742
NO,1984,20,1977,6624,,,,19258,44131,10027
NO,1984,19,690,2401,,,,15789,52578,10920
NO,1984,18,990,6246,,,,17276,52949,9573
NO,1984,17,724,2744,,,,15652,60147,12847
NO,1984,16,1763,1076,,,,13198,64771,13624
NO,1984,15,2110,943,,,,12845,64500,12481
NO,1984,14,575,175,,,,11995,64237,11467
NO,1984,13,1223,92,,,,11789,64037,11804
NO,1984,12,234,78,,,,11830,62866,11916
NO,1984,11,439,126,,,,11892,62645,13304
NO,1984,10,3404,304,,,,11988,62224,14699
NO,1984,9,2333,333,,,,12025,59103,13734
NO,1984,8,735,139,,,,12000,57145,13901
NO,1984,7,750,244,,,,12062,56488,15506
NO,1984,6,3257,259,,,,12074,55974,17388
NO,1984,5,1848,179,,,,12126,52915,16908
NO,1984,4,233,155,,,,12186,51179,17807
NO,1984,3,1440,300,,,,12313,50954,20473
NO,1984,2,6181,600,,,,12523,49564,21902
NO,1984,1,8246,1037,,,,12654,43829,18596
NO,1983,52,9777,1045,,,,13023,36239,15945
NO,1983,51,1771,496,,,,12927,27641,9299
NO,1983,50,1907,877,,,,13331,25975,10230
NO,1983,49,4390,1740,,,,13660,24656,11509
NO,1983,48,1741,762,,,,13726,22020,11006
NO,1983,47,4888,1205,,,,14060,20734,11914
NO,1983,46,2738,1327,,,,14534,16623,9818
NO,1983,45,3824,2914,,,,15398,14407,9808
NO,1983,44,8157,3844,,,,15668,13371,10308
NO,1983,43,7949,4590,,,,16385,8544,7122
NO,1983,42,8095,5268,,,,16553,5321,4888
NO,1983,41,5514,2971,,,,16766,2526,3158
NO,1983,40,4263,3400,,,,15371,1493,1378
NO,1983,39,3577,3738,,,,14752,1383,1076
NO,1983,38,6278,4878,,,,16117,1910,3426
NO,1983,37,4092,3224,,,,15150,1580,2512
NO,1983,36,4589,2670,,,,13849,1855,1603
NO,1983,35,1836,2687,,,,11651,2041,-417
NO,1983,34,337,2780,,,,11733,2603,109
NO,1983,33,2623,3326,,,,12995,3544,2088
NO,1983,32,224,3421,,,,12855,4334,2297
NO,1983,31,3896,4736,,,,14272,5992,4769
NO,1983,30,-81,4653,,,,13582,7510,4703
NO,1983,29,2298,4612,,,,14808,10962,8121
NO,1983,28,-96,7311,,,,15194,13016,8723
NO,1983,27,-60,7204,,,,17160,18693,13829
NO,1983,26,1928,6558,,,,17662,25716,18272
NO,1983,25,-439,8589,,,,17729,30589,19520
NO,1983,24,96,6512,,,,18235,39532,24521
NO,1983,23,616,6572,,,,18849,45642,26265
NO,1983,22,2288,8473,,,,19585,51185,27380
NO,1983,21,4836,8772,,,,20616,56745,28824
NO,1983,20,4494,8059,,,,19585,62128,28352
NO,1983,19,3933,5914,,,,17818,67848,28219
NO,1983,18,112,3007,,,,16028,71951,27327
NO,1983,17,473,2834,,,,15098,75905,28051
NO,1983,16,4522,1941,,,,13816,79675,29146
NO,1983,15,608,340,,,,12048,78975,26159
NO,1983,14,1352,242,,,,11898,78863,25996
NO,1983,13,858,204,,,,11806,77850,25635
NO,1983,12,2029,391,,,,11917,77077,26215
NO,1983,11,1644,595,,,,12140,75222,26128
NO,1983,10,7617,948,,,,12006,74328,26820
NO,1983,9,1849,254,,,,11956,67701,22264
NO,1983,8,1197,273,,,,12000,66069,22825
NO,1983,7,958,201,,,,12016,65138,24110
NO,1983,6,953,241,,,,12013,64382,25736
NO,1983,5,3922,539,,,,12181,63475,27523
NO,1983,4,8632,1476,,,,12529,59710,26681
NO,1983,3,9196,855,,,,12549,52547,22302
NO,1983,2,6694,1360,,,,12572,44169,16556
NO,1983,1,7895,1034,,,,12619,38806,13538
NO,1982,52,3447,805,,,,12681,31906,11270
NO,1982,51,5469,715,,,,12764,29189,10683
NO,1982,50,4868,557,,,,12826,24347,8097
NO,1982,49,2852,856,,,,13156,19719,6068
NO,1982,48,1372,977,,,,13627,17269,6155
NO,1982,47,6949,1796,,,,13914,16602,7636
NO,1982,46,4809,1880,,,,14453,10959,4074
NO,1982,45,6407,2727,,,,15873,6688,2565
NO,1982,44,3417,2433,,,,14770,4260,300
NO,1982,43,2535,2052,,,,15047,3112,352
NO,1982,42,4811,2027,,,,14760,3005,780
NO,1982,41,929,1386,,,,14315,761,-1057
NO,1982,40,481,2362,,,,15333,236,83
NO,1982,39,5992,4561,,,,16950,450,2339
NO,1982,38,4581,3813,,,,15694,556,1648
NO,1982,37,3825,4371,,,,15129,405,1316
NO,1982,36,4943,3682,,,,15599,489,1987
NO,1982,35,5428,3554,,,,14194,762,848
NO,1982,34,3084,2421,,,,12784,328,-1115
NO,1982,33,2496,2329,,,,11883,388,-2180
NO,1982,32,3966,2544,,,,11357,521,-3014
NO,1982,31,-820,2031,,,,9471,684,-5340
NO,1982,30,-939,2295,,,,10878,1268,-4242
NO,1982,29,436,3442,,,,12694,2218,-2736
NO,1982,28,410,4442,,,,14492,3297,-1699
NO,1982,27,1378,5176,,,,15432,6307,-286
NO,1982,26,2338,5131,,,,16846,8831,572
NO,1982,25,-237,3416,,,,15629,13040,-129
NO,1982,24,87,3321,,,,16169,16292,-785
NO,1982,23,-353,7202,,,,17004,18849,-2374
NO,1982,22,-539,11137,,,,20336,23456,402
NO,1982,21,2866,7240,,,,19197,36799,7458
NO,1982,20,1701,6116,,,,17599,43137,7375
NO,1982,19,965,2759,,,,15791,49688,8032
NO,1982,18,2429,1395,,,,13939,53454,6741
NO,1982,17,2885,1942,,,,13477,52911,3436
NO,1982,16,888,1561,,,,13421,52141,1217
NO,1982,15,2115,744,,,,12315,54009,1459
NO,1982,14,3954,1031,,,,12185,52798,218
NO,1982,13,1371,900,,,,12180,49948,-1894
NO,1982,12,3213,1022,,,,12006,49688,-1086
NO,1982,11,2639,413,,,,11120,48441,-1673
NO,1982,10,2370,296,,,,11125,46196,-2192
NO,1982,9,3457,404,,,,11151,44093,-2150
NO,1982,8,1028,271,,,,11164,41036,-3044
NO,1982,7,1036,448,,,,11222,40241,-1581
NO,1982,6,2733,397,,,,11315,39576,232
NO,1982,5,1668,224,,,,11194,37371,431
NO,1982,4,3985,293,,,,11205,35914,1561
NO,1982,3,964,366,,,,11308,32127,641
NO,1982,2,3550,219,,,,11248,31602,2666
NO,1982,1,981,126,,,,11241,28301,1655
NO,1981,53,1482,153,,,,11328,27350,3163
NO,1981,52,711,155,,,,11422,25925,4031
NO,1981,51,871,204,,,,11550,25236,5517
NO,1981,50,612,329,,,,11726,24392,7042
NO,1981,49,3260,630,,,,12017,23798,9008
NO,1981,48,8145,1090,,,,12111,21082,8452
NO,1981,47,5017,797,,,,12389,13748,3257
NO,1981,46,2551,926,,,,12654,9290,605
NO,1981,45,4409,1246,,,,12899,7457,360
NO,1981,44,1566,1013,,,,13170,4065,-1496
NO,1981,43,1638,1451,,,,13643,3070,-1094
NO,1981,42,1862,2288,,,,14486,2089,-411
NO,1981,41,5379,3436,,,,15912,1164,942
NO,1981,40,6226,5146,,,,15140,89,-258
